中国有色金属工业第六冶金建设有限公司
深圳市恒达建筑劳务有限公司
中建大闽台建设发展有限公司
深圳市长鸿建设工程有限公司
深圳市鸿宝电装饰工程有限公司
深圳市佳建建筑工程有限公司
深圳市宏正建设工程有限公司
深圳市中拓建工机械有限公司
深圳市坤锐建筑工程有限公司
福建省鑫煌建设发展有限公司
深圳市青丰建筑工程有限公司
深圳市美坚幕墙门窗有限公司
深圳市中嘉建科股份有限公司
深圳市鑫锠建设工程有限公司
深圳市卓能建筑工程有限公司
深圳市长和交通工程有限公司
深圳市美佳装饰设计工程有限公司
深圳市建侨设计装饰工程有限公司
中交四航局第三工程有限公司
深圳洲际建筑装饰集团有限公司
广州番禺桥兴建设安装工程有限公司
上海罗曼照明科技股份有限公司
武汉虹信技术服务有限责任公司
深圳市粤信达建筑劳务有限公司
中天建设集团浙江幕墙有限公司
南昌市银广厦建筑工程有限公司
星河建设工程（深圳）有限公司
深圳市红凯通市政工程有限公司
广东国美建设有限公司
黑龙江省龙顺建工集团有限公司
大唐国际建设（深圳）有限公司
中天建设集团浙江钢构有限公司
杭州市市政工程集团有限公司
深圳铭泰达建设有限公司
中铁十六局集团第二工程有限公司
深圳市荣成建筑劳务有限公司
深圳市美兆环境股份有限公司
深圳市中政建筑劳务分包有限公司
广东省勃诚建设有限公司
深圳市鼎盈电力建设发展有限公司
南昌美霓光环境科技发展有限公司
深圳市建筑装饰(集团)有限公司
深圳华熙环境建设有限公司
深圳市宏源建设工程有限公司
深圳市宏悦建设有限公司
深圳市春暖花装饰设计工程有限公司
深圳市中泛建设工程有限公司
深圳市英龙建安（集团）有限公司
深圳市大众建设集团有限公司
东莞市福诚建设工程有限公司
武汉市市政建设集团有限公司
北京新时空科技股份有限公司
深圳市中辉建设集团有限公司
湖南益众水利建设有限公司
深圳市建艺国际工程顾问有限公司
深圳市六维空间环境艺术工程有限公司
中国新兴建设开发有限责任公司
江苏中路交通发展有限公司
深圳市铭泰消防技术有限公司
浏阳市镇头建筑园林有限责任公司
深圳市金恒业建设有限公司
深圳市千百辉照明工程有限公司
中国路桥工程有限责任公司
江西省鹰潭市建设工程（集团）有限公司
中天开元（北京）建筑装饰工程有限公司
深圳市明志迪交通设施有限公司
深圳市中业建设集团有限公司
武汉中生建工集团有限公司
深圳华泰盛工程建设有限公司
深圳市华宫建设集团有限公司
四川三一工程建设(集团)有限公司
广东晟丰建设工程有限公司
深圳广侨建设股份有限公司
广东润天建设有限公司
山东清华康利城市照明研究设计院有限公司
天一建设发展有限公司
厦门市政工程有限公司
深圳市宏峰建设工程有限公司
深圳市泓德宝建设工程有限公司
深圳北林地景园林生态有限公司
中建四局第四建筑工程有限公司
南昌市新鑫绿化景观工程有限公司
深圳市爱得威电联电器有限公司
深圳市建安广成电器有限公司
广东省建筑工程集团有限公司
广东中南元建信息科技有限公司
诚杰建设集团有限公司
深圳市宏运通建设工程有限公司
广东名大集团有限公司
广田建设工程有限公司
深圳市荣茂昌建筑工程有限公司
深圳市鹏润达市政工程有限公司
深圳市美景照明有限公司
陕西天木园林工程有限公司
深圳市中航装饰设计工程有限公司
深圳市万卉园景观工程有限公司
金中天建设集团有限公司
广东盛尔建设有限公司
深圳市润通达建设有限公司
华西国际建设（深圳）有限公司
中国通信建设第四工程局有限公司
浙江中瓯园林建设有限公司
深圳市大地泉兴建筑工程有限公司
深圳市富仕园景观工程有限公司
中建一局集团第五建筑有限公司
广东东方建工股份有限公司
广东中洲建设工程有限公司
红旗电力建设股份有限公司
新疆汇通水利电力工程建设有限公司
深圳市卓业建筑劳务有限公司
抚州市环宇市政建设有限公司
北京中电兴发科技有限公司
广东恒实建设工程有限公司
中国能源建设集团广东电力工程局有限公司
深圳华丽装修家私企业公司
深建工程集团有限公司
中国铁路通信信号上海工程局集团有限公司
广东宏达市政建设有限公司
深圳市长城交通工程有限公司
广东中新建设有限公司
珠海东方重工有限公司
深圳市锦创力机电设备工程有限公司
江苏弘盛建设工程集团有限公司
中铁二十四局集团新余工程有限公司
深圳市晶宫设计装饰工程有限公司
江苏南通三建集团股份有限公司
广东中裕水电建设工程有限公司
华汇建设集团有限公司
深圳市盛象建设有限公司
汕头市宏海建筑有限公司
深圳市富佳城建筑劳务有限公司
广东豪源建设有限公司
浙江中南建设集团有限公司
中建诺成有限公司
江西景观建设集团有限公司
国涟建设集团有限公司
河南省岩土工程有限公司
广东燎坤工程建设有限公司
重庆中工建设有限公司
辽宁交通建设集团有限公司
长桥建设（深圳）有限公司
中国交通建设股份有限公司
中山公用工程有限公司
湖北强涛建设工程有限公司
中建八局第一建设有限公司
长江南京航道工程局
广东金源建设有限公司
广东惠丰建筑有限公司
湖南百舸疏浚股份有限公司
北京城建集团有限责任公司
广东信泰建设有限公司
广东利晖建设工程有限公司
珠海路桥建设有限公司
广东华盛建设有限公司
汕头市潮阳第四建筑总公司
广东长海建设工程有限公司
中财盛建设集团有限公司
杭州青鸟电子有限公司
湖北金湖建设工程有限公司
深川控股集团有限公司
中海工程建设总局
广东宇晟建设工程有限公司
甘肃省安装建设集团公司
江西宏强建业有限公司
信邦建设工程有限公司
深圳市林润实业有限公司
福建省盛达建设有限公司
湖南顺联建设工程有限公司
福建天亿建设发展有限公司
中景园林有限公司
南京明辉建设有限公司
江西临川建设集团有限公司
中建鸿腾建设集团有限公司
广州电力建设有限公司
苏州交通工程集团有限公司
深圳市中浦信实业有限公司
055103576
朗驰建设有限公司
山东黄河工程集团有限公司
深圳市电信工程有限公司
中际环保科技有限公司
华睿交通科技有限公司
广东海盛建设工程有限公司
枣庄市政建设集团股份公司
广东润威建设工程有限公司
江苏民生建设有限公司
深圳市麦驰物联股份有限公司
江苏庆安建设有限公司
福建大地景观有限公司
江苏建航工程有限公司
广东盈隆建设有限公司
银江股份有限公司
西汉园林集团有限公司
恒德建设有限公司
安庆市公用工程公司
连云港港务工程公司
深圳市骏德工程有限公司
中建路桥集团有限公司
湖南省第一工程有限公司
广西路建工程集团有限公司
广东中龙建设有限公司
深圳市中寅园林有限公司
中广核环保产业有限公司
广东东粤建设有限公司
深圳市瑞华建设股份有限公司
万宝建工集团有限公司
曙光建设有限公司
陕西中交基础建设有限公司
广东中楼建设工程有限公司
广东华典建设集团有限公司
中耀建设（福建）有限公司
江苏宇通建设投资有限公司
北京振冲工程股份有限公司
天津天一建设集团有限公司
浙江金华兴达建设有限公司
广州隆盛景观建设有限公司
本溪华厦建筑有限责任公司
上海亚泰建设集团有限公司
武汉农尚环境股份有限公司
广东铧鸿建设工程有限公司
江西中联建设集团有限公司
宇航交通建设集团有限公司
广东泰坤建设工程有限公司
内蒙古新开元建设有限公司
深圳精工建设工程有限公司
江苏巨瀚建设工程有限公司
广东源通建设工程有限公司
广东安广建筑工程有限公司
北京环境工程技术有限公司
河南天工建设集团有限公司
广东鹏鉴建设工程有限公司
广东凯厦建设工程有限公司
中建宏图建设发展有限公司
福建诚创建筑劳务有限公司
广州城市电力工程有限公司
深圳市鑫雁通科技有限公司
广东中长建设工程有限公司
广东嘉信建设工程有限公司
广东永和建设集团有限公司
广东绿森园林建设有限公司
中建国际建设有限公司
四川瀚科建设有限公司
广州乾鼎建设有限公司
河南中投建设有限公司
广东高供电力有限公司
中东建设集团有限公司
原发建设集团有限公司
四川巴山建设有限公司
广东煌宸建设有限公司
广东港河建设有限公司
深圳市卓众防水科技有限公司
柏诚工程股份有限公司
明达海洋工程有限公司
广东汇鼎建设工程有限公司
建基建设集团有限公司
中如建工集团有限公司
福建长兴建设有限公司
深圳市浩铭安防工程有限公司
安徽省路港工程有限责任公司
广东华工大建筑工程有限公司
北京碧水源科技股份有限公司
深圳市蛇口动力设备有限公司
深圳市华懋装饰工程有限公司
湖南岳麓山建设集团有限公司
珠海市晶艺玻璃工程有限公司
广州市盾建地下工程有限公司
深圳市中鑫集团建设有限公司
江苏云航信智能科技有限公司
深圳市丰和建设工程有限公司
深圳市中晋管道工程有限公司
深圳市友志达实业有限公司
中铝长城建设有限公司
山东百世建设集团有限公司
湖北水都消防工程有限公司
深圳市信园劳务有限公司
广东万盛达建设有限公司
深圳金建达建设有限公司
广州市河东电子有限公司
深圳市金鹏建设有限公司
东莞市庆业建设有限公司
深圳市华工劳务有限公司
深圳华电智能股份有限公司
江河建设集团有限公司
深圳市新创劳务有限公司
河南省和平建设有限公司
深圳市安达业建筑工程有限公司
江苏神龙海洋工程集团有限公司
深水海纳水务集团股份有限公司
中建一局集团安装工程有限公司
陕西建工第一建设集团有限公司
杭州华电华源环境工程有限公司
深圳市中正信科技发展有限公司
深圳市万年春环境建设有限公司
汕头市潮阳区第八建筑有限公司
河南天泰建设工程有限公司
河南恒通建设集团有限公司
湖南恒利建筑工程有限公司
四川中亚城投建设有限公司
武汉凌云建筑装饰工程有限公司
穆氏建筑设计（上海）有限公司
江苏东大金智信息系统有限公司
安徽中如建筑安装工程有限公司
深圳市西海道市政工程有限公司
福建中港工程装备服务有限公司
广东金松建设集团股份有限公司
福建汇景生态环境股份有限公司
广东世博生态环境建设有限公司
广州强宇机械设备租赁有限公司
深圳市广信安科技股份有限公司
上海蓝天房屋装饰工程有限公司
广东今典建筑安装工程有限公司
宁波丽日市政园林建设有限公司
深圳市金昆达建筑工程有限公司
深圳市朝阳辉电气设备有限公司
河南青联建设投资集团有限公司
贵州建工集团有限公司
深圳市豪科园林有限公司
深圳市华富贵建筑工程有限公司
福建江隆水利水电工程有限公司
北京碧海怡景园林绿化有限公司
深圳市金达照明有限公司
深圳市昱百年机电设备有限公司
陕西华萃路桥工程有限责任公司
深圳市中恒达建设有限公司
广东银浩市政工程有限公司
沈阳黎东幕墙装饰有限公司
浙江春宇舞台设备有限公司
中铁二局集团建筑有限公司
长沙奥邦环保实业有限公司
广东世扬工程建设有限公司
广东宏明建筑劳务有限公司
四川圣丰建设集团有限公司
深圳灿佳建筑劳务有限公司
福建大奥建设工程有限公司
广东金衡建筑工程有限公司
中建深业建设发展有限公司
深圳市城辉园林有限公司
辽宁大禹防水工程有限公司
武大巨成结构股份有限公司
浙江海滨建设集团有限公司
深圳众科神讯科技有限公司
中铁十五局集团有限公司
四川嘉寓门窗幕墙有限公司
大连四方公路工程有限公司
南京华宇建设股份有限公司
珠海国嘉建筑工程有限公司
深圳市和胜装饰设计工程有限公司
江西中捷工程建设有限公司
深圳市国祯环保科技股份有限公司
长春新星宇建筑安装有限责任公司
中铁电气化局集团有限公司
中国通信建设第一工程局有限公司
中铁十八局集团第二工程有限公司
深圳市中海装饰设计工程有限公司
深圳市益团电力安装工程有限公司
深圳市佳宜建筑装饰工程有限公司
中铁十七局集团第二工程有限公司
长沙市公路桥梁建设有限责任公司
南京市园林经济开发有限责任公司
广州市花都第一建筑工程有限公司
中国电建集团河南工程公司
南昌市第三建设工程有限责任公司
中国葛洲坝集团电力有限责任公司
深圳市路浩安全设备实业有限公司
河南福兴建设工程有限公司
深圳市耐卓园林科技工程有限公司
深圳市新宝通建设集团有限公司
东莞市广强建筑基础工程有限公司
山西一建集团有限公司
深圳市中创装饰设计工程有限公司
武汉兴源达电力工程安装有限公司
厦门中联永亨建设集团有限公司
深圳市恒和建筑劳务分包有限公司
江西省汉威建设工程集团有限公司
江西银龙水环境建设有限责任公司
深圳市恒和装饰设计工程有限公司
湖南省郴州建设工程集团有限公司
深圳市联想空间艺术工程有限公司
江苏八方钢结构工程建设有限公司
深圳市豪品丰禾建设集团有限公司
北京华丽达视听科技股份有限公司
四川省华地建设工程有限责任公司
广州市林华园林建设工程有限公司
红树林市政环境建设集团有限公司
阳春市春城建筑安装工程有限公司
深圳市众工装饰消防工程有限公司
盐城市兴都市政工程建设有限公司
江苏鸿基节能新技术股份有限公司
深圳市森境环境建设工程有限公司
阳春市英强市政建设工程有限公司
深圳市泰然明昌电力设备有限公司
重庆市万州恒达建筑工程有限公司
深圳市政丰建筑劳务分包有限公司
广东中恒泰建筑加固技术有限公司
中国通信建设第二工程局有限公司
广州市怡人园林绿化工程有限公司
江苏大自然环境建设集团有限公司
中山市祥实水利建筑工程有限公司
佛山市三水定山建设工程有限公司
广州市森艺园林建设工程有限公司
河南省豫建市政园林工程有限公司
杭州滨江区市政园林工程有限公司
深圳市金群园林实业发展有限公司
重庆市爆破工程建设有限责任公司
西安市水利建设工程集团有限公司
深圳市天磊建筑工程技术有限公司
安徽省通源环境节能股份有限公司
深圳市协众机电设备工程有限公司
深圳市协和工程项目管理有限公司
北京三月雨文化传播有限责任公司
深圳市中信方圆建筑工程有限公司
浙江同凯建设有限公司
深圳市金照明实业有限公司
江西省路桥建设集团股份有限公司
珠海市鑫荣建筑防水工程有限公司
中安消旭龙电子技术有限责任公司
西太湖环境建设集团有限公司
河源市万基建筑工程有限公司
中交一公局第四工程有限公司
江西省欣达市政园林有限公司
山东万得福装饰工程有限公司
深圳市祥祺建设工程有限公司
湖南省中欣建筑工程有限公司
惠州市鹏兴建筑工程有限公司
东莞市永铭装饰工程有限公司
广东壹贰壹建筑工程有限公司
江西省水建建设工程有限公司
四川省正丰建设工程有限公司
深圳市建鑫劳务工程有限公司
河南省兴华建安工程有限公司
东莞市博雅景观工程有限公司
深圳市盛亮建设工程有限公司
江苏中南建筑产业集团有限责任公司
都江堰市风景园林工程有限责任公司
山西远方路桥（集团）有限责任公司
深圳市欧尼斯装饰设计工程有限公司
深圳市鑫梓润物业管理股份有限公司
广州珠江装修工程有限公司
深圳市泰英通信工程有限公司
汕头市和通建设有限公司
广东浩联亚装饰设计工程有限公司
中建远南集团有限公司
广东中京建设有限公司
深圳市彩麒麟装饰设计工程有限公司
天恩建设工程有限公司
深圳圳通工程有限公司
陕西建工安装集团有限公司
东莞市志豪建设工程有限公司
中铁八局集团有限公司
深圳南利装饰集团股份公司
深圳市中洋建筑机电制冷工程有限公司
深圳市中建卓越建筑工程劳务有限公司
东莞市美华电力设备安装工程有限公司
广西建工集团建筑工程总承包有限公司
深圳市创想建筑装饰工程有限公司
中国水电建设集团十五工程局有限公司
深圳市政鑫建筑抗震加固技术有限公司
深圳市坐标建筑装饰工程股份有限公司
广东省广弘华侨建设投资集团有限公司
深圳市森创建筑装饰设计工程有限公司
常州市华景花木园林建筑工程有限公司
中国葛洲坝集团三峡建设工程有限公司
广东加丰建设有限公司
陕西鹏润园林景观工程有限公司
广东茂春建设集团有限公司
福建省锦秋建筑工程有限公司
核工业华东建设工程集团公司
四川建设集团有限公司
中国核工业第二二建设有限公司
陕西安康世纪建筑工程有限责任公司
深圳市跨时代建筑工程劳务有限公司
北京中铁科节能环保新技术有限公司
江苏省邮电规划设计院有限责任公司
中建欣立建设发展集团股份有限公司
中国中元国际工程有限公司
深圳市超网科技有限公司
深圳凯意达土石方工程有限公司
四川瑞云建设工程有限公司
上海远方基础工程有限公司
深圳市世亨建设有限公司
深圳市滨海生态建设工程有限公司
大庆市绪腾建筑安装工程有限公司
广东潮达建设有限公司
深圳威海顿建设有限公司
中盟科技有限公司
陕西少华建筑工程有限公司
广州腾泰建筑工程有限公司
龙晟建设有限公司
中建四局安装工程有限公司
广东明源勘测设计有限公司
安徽水安建设集团股份有限公司
河北建设集团股份有限公司
中铁十七局集团有限公司
深圳市姜山建筑安装工程有限公司
广东景源建设工程有限公司
杭州恒汇建设有限公司
陕西亿金建设有限公司
北京通建泰利特智能系统工程技术有限公司
武汉博安建设工程有限公司
广东振鹏建筑工程有限公司
深圳市骏扬建设工程有限公司
浙江三叶园林建设有限公司
四川西晶集团有限责任公司
深圳中源建设有限公司
江西天承建设有限公司
广西宏泰成建设工程有限责任公司
深圳市振恒装饰设计工程有限公司
广州雅玛实验室系统工程设计有限公司
深圳兴鹏建筑工程有限公司
深圳市裕隆昇劳务建筑工程有限公司
广州市大安消防实业有限公司
福建省民益建设工程有限公司
广东华罡建设工程有限公司
深圳市鹏达辉建设工程有限公司
福建省交建集团工程有限公司
中南建工集团有限公司
浙江宝业幕墙装饰有限公司
潮州市建筑安装总公司
安阳建工（集团）有限责任公司
深圳粤航装饰工程有限公司
中铁西北科学研究院有限公司
北京新创迪克系统集成技术有限公司
福建才溪建设集团有限公司
湖南省地质勘探院
中建二局第四建筑工程有限公司
广东丰元建工有限公司
达濠市政建设有限公司
中铁十八局集团第一工程有限公司
深圳市德泰建设工程有限公司
云林建设集团有限公司
深圳市天地照明设计工程有限公司
深圳市深华机电安装工程有限公司
杭州萧山水利建筑工程有限公司
湖南科立电力建设有限公司
广东潮筑建设有限公司
广州众程机械设备有限公司
清水建设(中国)有限公司
广东正业建设有限公司
四川添银市政工程有限公司
中通服网络信息技术有限公司
中山市环保产业有限公司
望建（集团）有限公司
四川石油天然气建设工程有限责任公司
广东方兴达工程有限公司
湛江市第十建筑工程公司
福建鑫远建工有限公司
黑龙江省建筑安装集团有限公司
广州打捞局
广东建恒建筑工程有限公司
深圳雅致钢结构工程有限公司
山东天诚市政公路工程有限公司
深圳市嘉达新型城镇建设有限公司
广东圣茂建设投资有限公司
四川省输变电工程公司
永平建设有限公司
深圳市花梨园林绿化有限公司
深圳市博森新能源投资发展有限公司
江苏绿景园林建设有限公司
深圳市文航装饰设计工程有限公司
广东一中建筑工程有限公司
中国水利水电第四工程局有限公司
中广核宏达环境科技有限责任公司
湖南省地质建设工程（集团）总公司
中铁二局工程有限公司
山东省潍坊基础工程公司
中际建设（深圳）有限公司
广东伟群建筑工程有限公司
深圳金粤幕墙装饰工程有限公司
江苏环亚医用科技集团股份有限公司
深圳市源鸿达劳务工程有限公司
贵州大茂建设有限公司
福建省远锋建筑工程有限公司
新余市水利电力建筑工程有限公司
深圳市易力超实业有限公司
太原市第一建筑工程集团有限公司
中建投工程技术有限公司
中建豪城建设有限公司
广州华磊建筑基础工程有限公司
郑州市兴隆市政设施建设工程有限公司
四川省泸州市第九建筑工程有限公司
深圳市华晟装饰工程有限公司
湖南昌达输变电建设有限公司
广东肇庆广地爆破工程公司
深圳市顺佳成电力工程有限公司
北京建工集团有限责任公司
广东坤鹏建筑有限公司
中交第三航务工程局有限公司
北京云星宇交通科技股份有限公司
浙江环艺电力照明工程技术有限公司
中彩建工园林集团有限公司
青岛海川建设集团有限公司
杭州萧山江南园林工程有限公司
深圳市鸿伟机电设备安装工程有限公司
福建福华建设工程有限公司
四川省晟茂建设有限公司
江西省华隆水利水电工程有限责任公司
中铁十五局集团第六工程有限公司
中天建设集团有限公司
中合众建设集团（深圳）有限公司
深圳市迅通技术有限公司
深圳市艺涛装饰设计工程有限公司
湖南湘军建筑工程有限公司
重庆天马工业设备安装有限公司
深圳市乾宝建筑工程有限公司
东莞市东川消防工程有限公司
浙江省建工集团有限责任公司
中城投集团第五工程局有限公司
陕西意景园林设计工程有限公司
宇川建设集团有限公司
华泰建设工程有限公司
广厦建设集团有限责任公司
江苏华泰建设工程有限公司
深圳市广晟建筑工程有限公司
江西群荣建设工程有限公司
四川川金建筑工程有限公司
河南盛鼎土木建筑工程有限公司
深圳市基鸿建筑劳务有限公司
芜湖绿艺园林工程有限公司
深圳华腾医用工程设备有限公司
深圳市鹏城建筑集团有限公司
深圳市弘荣和建筑工程有限公司
广东正大建设有限公司
天津市禹红建筑防水材料有限公司
深圳市润博建设有限公司
盛视科技股份有限公司
湖南鑫成建设有限责任公司
惠州市宏恒达建筑工程有限公司
四川中喻建设集团有限公司
深圳市天健市政安装工程有限公司
东莞市东辉建筑劳务有限公司
重庆乾和建筑工程有限公司
惠州市梧桐山园林有限公司
焦作市黄河华龙工程有限公司
陕西省肖柯园林工程有限公司
广东省建筑装饰工程有限公司
河南省中创建筑工程有限公司
青建集团股份公司
深圳市鸿创建设有限公司
浙江杭博生态环境建设有限公司
广东盛安建设工程有限公司
绍兴长成景观建设有限公司
广东鸿信建设有限公司
广东坚灿建设工程有限公司
广东九洲建设集团有限公司
江西中云建设有限公司
中国铁建大桥工程局集团有限公司
江苏恒绿建设工程有限公司
浙江八达建设集团有限公司
中交隧道工程局有限公司
深圳市润可泽科技有限公司
河南圣锦建设工程有限公司
湖南广福建筑股份有限公司
河北都望建筑工程有限公司
四川正升环保科技有限公司
天工方圆建设集团有限公司
中交水利水电建设有限公司
深圳市华典装饰工程有限公司
广东华川建设工程有限公司
江苏镇淮建设集团有限公司
河南中能建设工程有限公司
广东煌烨建设工程有限公司
安徽富煌钢构股份有限公司
浙江大丰实业股份有限公司
森特士兴集团股份有限公司
上海琛荥建筑劳务有限公司
广东诚博园林建设有限公司
深圳市悦盛建筑工程有限公司
广东路顺建设工程有限公司
江西南工建设工程有限公司
天津城建道桥工程有限公司
广东密圣建筑工程有限公司
广东运峰电力安装有限公司
北京鑫实路桥建设有限公司
广东祺商建设集团有限公司
山东天成水利建设有限公司
深圳市第一建筑工程有限公司
北京世源希达工程技术公司
安徽兴邦建筑工程有限公司
江西昭阳建设工程有限公司
江西洪明建筑工程有限公司
陕西华新建工集团有限公司
上海凡清环境工程有限公司
浙江八咏公路工程有限公司
广东鸿润建设实业有限公司
江西华川建设集团有限公司
广东远峰建设工程有限公司
广东众辉建设工程有限公司
四川鑫圆建设集团有限公司
深圳市光年建设工程有限公司
核工业华东二六七工程勘察院
深圳市伟力低碳股份有限公司
深圳市瑞来建设工程有限公司
深圳市家宽装饰工程有限公司
河北省第二建筑工程有限公司
新余市渝北建筑工程有限公司
深圳市骐坤建设工程有限公司
柳州市市政工程集团有限公司
珠海市国胜建筑工程有限公司
东莞市安兴建设工程有限公司
深圳市华茂园林工程有限公司
深圳市铭程建筑工程有限公司
中交四公局第二工程有限公司
榆林市凤城路桥工程有限公司
深圳市兵锋建筑劳务有限公司
深圳市泉盛物业服务有限公司
珠海市争芳园林工程有限公司
江西省邮电建设工程有限公司
廉江市第三建筑工程有限公司
华翔飞建筑装饰工程有限公司
湛江市兴建水电工程有限公司
深圳市远志建筑工程有限公司
陕西绿峰生态建设工程有限公司
福建印象生态发展有限责任公司
江西顶峰市政园林集团有限公司
陕西水利水电工程集团有限公司
广西远达建筑安装工程有限公司
深圳市宏丰达机械设备有限公司
深圳市永逸昌建筑工程有限公司
深圳市斯昱林建筑工程有限公司
浙江良康园林绿化工程有限公司
杭州三江园林绿化工程有限公司
福建泉福水利水电工程有限公司
深圳市茂宏达电力设备有限公司
山东电力建设第一工程公司
上海园林（集团）有限公司
盐城林凯建设工程有限公司
中航建设（深圳）有限公司
深圳中天工程技术有限公司
兴腾建设（深圳）有限公司
浙江诸安建设集团有限公司
广东拓基建筑工程有限公司
湖南兰迪园林绿化有限公司
陕西春昇建筑工程有限公司
江苏鑫洋装饰工程有限公司
河南禹顺水利工程有限公司
莱尔斯特（厦门）股份公司
江苏龙海建工集团有限公司
广东重钢建设工程有限公司
浙江萧峰建设集团有限公司
河南省安装集团有限责任公司
深圳市正大建业建筑工程有限公司
深圳鸿图建工有限公司
深圳三图建设工程有限公司
江西中佳建设有限公司
江西华庆建筑工程有限公司
浙江艺景环境工程有限公司
广东嘉运建设有限公司
北京弘高建筑装饰设计工程有限公司
广东广尧绿色建筑科技集团有限公司
汕头市澄海区凤翔建筑工程有限公司
深圳市君信达环境科技股份有限公司
广东卓越市政建设集团股份有限公司
惠州市新世纪园林绿化工程有限公司
潢川县佳美园林工程有限责任公司
北京高能时代环境技术股份有限公司
赣州荣辉建设工程有限公司
厦门市捷安建设集团有限公司
浙江沧海市政园林建设有限公司
深圳市骏龙达建筑工程有限公司
湖南金石建设有限公司
郑州市市政工程总公司
浩德科技股份有限公司
鹰潭丰华建设工程有限公司
深圳市海城世纪建筑工程有限公司
广东中林建筑园林工程有限公司
中铁大桥局集团有限公司
深圳市深雕装饰工程设计有限公司
深圳市源兴鹏展机械租赁有限公司
福建省和隆园林建设工程有限公司
佛山市玉凰生态环境科技有限公司
深圳市路友建筑劳务分包有限公司
深圳市蓝涂装饰设计工程有限公司
东莞嘉誉诚建设基础工程有限公司
深圳市舒展装饰设计工程有限公司
中铁十七局集团第三工程有限公司
深圳市昶檀净化科技股份有限公司
北京广泰源合嘉环保工程有限公司
深圳市鼎致装饰设计工程有限公司
新金珠市政园林景观工程有限公司
东莞市毅新庆江机械制造有限公司
郑州市第一建筑工程集团有限公司
深圳市东进城建建筑工程有限公司
深圳市澳盛装饰设计工程有限公司
深圳市华业装饰设计工程有限公司
深圳市中蓝装饰设计工程有限公司
深圳市莞胜建设加固工程有限公司
梅州市英创建筑装饰工程有限公司
河南省博达园林艺术工程有限公司
深圳市粤广装饰设计工程有限公司
深圳市汇欣龙装饰设计工程有限公司
深圳市宝骏建设有限公司
广州市胜特建筑科技开发有限公司
中冶地集团西北岩土工程有限公司
榆林市恒诺市政建设工程有限公司
中国水利水电第三工程局有限公司
广东穗安消防工程有限公司
松滋市建筑工程总公司
中耀建设有限公司
深圳市海田建安实业有限公司
山湖建设集团有限公司
深圳桑达电子设备有限公司
湖北江天建设集团有限公司
深圳市宇恒实业有限公司
深圳市汉高建设有限公司
宁夏电力建设工程公司
东莞现代建设有限公司
江苏宝业建设有限公司
上海开纯洁净室技术工程有限公司
深圳市中建基业建筑工程有限公司
发达控股集团有限公司
福建省五洲建设集团有限公司
广东长通实业有限公司
广东恒正建设集团有限公司
福建省巨龙建设工程有限公司
西北建设有限公司
上海誉帆环境科技有限公司
深圳市国伟装饰设计工程有限公司
陕西新英建设工程有限公司
